URL,Business Name,AUM,First Name,Last Name,Role,Linkedin,Source
https://monday.trade,Monday Trade Perps (parent: SynFutures),Rachel,Lin,Co-Founder & CEO of SynFutures (parent infrastructure),https://www.linkedin.com/company/synfutures,https://crypto.news/moving-onchain-rachel-lin-ceo-co-founder-synfutures/
https://www.baseline.markets,Baseline Protocol (DeFi),,,,[ANONYMOUS - team pseudonymous; evolved from Jimbos Protocol on Blast],[NOT FOUND],https://www.gate.com/learn/articles/unraveling-the-mystery-of-baseline-and-yes-token-s-up-only-price/2037
https://unchainx.io,Unchain X,,,,[ANONYMOUS - DAO-governed protocol on BSC; team not publicly disclosed],[NOT FOUND],https://docs.unchainx.io
https://spooky.fi,BabySwap,,,,[ANONYMOUS - team uses pseudonyms; Baby A is Global Business Director],[NOT FOUND],https://www.bnbchain.org/en/blog/bsc-project-spotlight-babyswap
https://spooky.fi,SpookySwap,,,,[ANONYMOUS - co-founders known only as Eerie and ooGwei; pseudonymous team on Fantom],[NOT FOUND],https://blog.fantom.foundation/fantom-ecosystem-spotlight-spookyswap/
https://phux.io,PHUX,,,,[ANONYMOUS - community-built Balancer V2 fork on PulseChain; team not publicly identified],[NOT FOUND],https://ph-defi.gitbook.io/phux-protocol/
https://defillama.com/protocol/1sec,1sec,,,,[ANONYMOUS - no public team information found; protocol details unverifiable],[NOT FOUND],https://defillama.com/
https://seer.pm,Seer,,,,[ANONYMOUS - team of 11-50 people; built on Kleros dispute resolution and Gnosis Conditional Tokens; individual founders not publicly named],[NOT FOUND],https://blog.kleros.io/seer-crafting-smarter-prediction-markets-for-a-complex-world/
https://squadswap.com,SquadSwap WOW,,,,[ANONYMOUS - community-governed DEX originating from Pancake Squad NFT holders; no individual founder],[NOT FOUND],https://techbullion.com/squadswap-a-new-era-of-professional-self%E2%80%91custody-trading-on-bnb-chain/
https://llamapay.io,LlamaPay,,0xngmi,[ANONYMOUS - pseudonymous founder known as 0xngmi; also founder of DefiLlama/LlamaCorp],[NOT FOUND],https://iq.wiki/wiki/0xngmi
https://kittenswap.finance,Kittenswap Algebra,,,,[ANONYMOUS - community-owned DEX on HyperEVM; team not publicly disclosed],[NOT FOUND],https://docs.kittenswap.finance/introduction
https://swaylend.com,Swaylend,,,,[ANONYMOUS - built by Reserve Labs Ltd.; individual team members not publicly named],[NOT FOUND],https://docs.swaylend.com/welcome/team
https://hsuite.finance,HbarSuite,Topachi,,CEO & Founder,https://www.linkedin.com/in/topachi-hsuite-495a67240/,https://www.barchart.com/story/news/24797078/exclusive-interview-unveils-hbarsuites-smartnode-revolution-transforming-defi-on-hedera
https://reactor.exchange,Reactor DEX,Harsh,Kasana,Founder & Lead Developer,https://www.linkedin.com/posts/harsh-kasana-8b6a79258_reactor-defi-web3-activity-7287114518625767424-gQkc,https://blocktelegraph.io/reactor-launches-on-reactive-network-pioneering-the-future-of-no-code-defi-automation/
https://naviprotocol.io,Navigator (NAVI Protocol),Elliscope,Fang,Co-Founder & CEO,https://www.linkedin.com/in/elliscopef/,https://blog.sui.io/navi-defi-technical-expertise/
https://www.nucleon.space,Nucleon,,Artii,[ANONYMOUS - pseudonymous founder known as Artii; started in crypto 2010],[NOT FOUND],https://medium.com/conflux-network/conflux-ama-recap-with-nucleon-4466b8111086
https://moonswap.fi,MoonSwap,,Mr. Moon,[ANONYMOUS - pseudonymous founder known as Mr. Moon; identity deliberately undisclosed],[NOT FOUND],https://finance.yahoo.com/news/next-generation-protocol-dex-moonswap-143000507.html
,Beradrome,,,,[ANONYMOUS - pseudonymous team; built on Berachain; no public founder identities disclosed],[NOT FOUND],https://defillama.com/protocol/beradrome
,Trisolaris,,,,[ANONYMOUS - anonymous core team; community-owned DEX on Aurora/NEAR],[NOT FOUND],https://www.cypherhunter.com/en/p/trisolaris/
,Kromatika,,Vladimir,Carevski,Co-Founder,https://mk.linkedin.com/in/carevski,https://www.apollo.io/people/Vladimir/Carevski/54a420fb7468693b8cec9a2e
,TownSquare,,JC,Zhang,Founder,https://www.linkedin.com/in/jc-zhang-a71a10157/,https://www.rootdata.com/Projects/detail/townsquare?k=MjAxMTU%3D
,PepeTeam Bridge,,,,[ANONYMOUS - anonymous and independent development team on Waves],[NOT FOUND],https://pepe.team/
,Jones DAO,,,,[ANONYMOUS - pseudonymous co-founders known as IceCream and Ultra],[NOT FOUND],https://tokeninsight.com/en/coins/jones-dao/team
,Solido Cash,,,,[ANONYMOUS - pseudonymous core contributor known as Mr. Square],[NOT FOUND],https://ambcrypto.com/solido-secures-800000-to-power-core-defi-primitives-for-supras-autofi-stack/
,BaseSwap,,,,[ANONYMOUS - anonymous team operating as a Based team on Base chain],[NOT FOUND],https://exponential.fi/protocols/baseswap/cc8dd1fa-2095-49c7-aab6-6861ee2683ab
,JetSwap,,,,[ANONYMOUS - pseudonymous founder known as Flight Commander Miro; leads Jetfuel Finance],[NOT FOUND],https://jetfuelfinance.medium.com/introducing-jetswap-jetfuel-finances-amm-on-binance-smart-chain-90916c5a7e92
,MortgageFi,,,,[ANONYMOUS - pseudonymous co-founders known as DrDerivative and Snape; ex-Alchemix team],[NOT FOUND],https://airdrops.io/mortgagefi/
,SolanaHub Staked SOL,,,,[ANONYMOUS - built by Avaulto team; no public founder identities found],[NOT FOUND],https://github.com/Avaulto/SolanaHub
,BabelFish,,,,[ANONYMOUS - decentralized DAO team; no individual founder names disclosed],[NOT FOUND],https://babelfish.gitbook.io/the-babelfish-gitbook/getting-started/the-team
,Bonkswap,,,,[ANONYMOUS - team of 22 anonymous individuals from Bonk Inu community on Solana],[NOT FOUND],https://www.coindesk.com/business/2023/04/13/solana-dog-token-darling-bonk-inu-releases-bonkswap-dex
,GullNetwork AMM,,,,[ANONYMOUS - Canada-based team founded 2024; no individual names publicly disclosed],[NOT FOUND],https://www.rootdata.com/Projects/detail/Gull%20Network?k=MTE5Nzk%3D
,MagicSea LB,,,,[ANONYMOUS - built by BlueLabs team founded 2021; dedicated to IOTA ecosystem; no individual names disclosed],[NOT FOUND],https://magicseadex.medium.com/magicsea-42cdbf2d86db
,Melegaswap,,,,[ANONYMOUS - anonymous team on BNB Chain; no founder identities disclosed],[NOT FOUND],https://www.melegaswap.finance/about
,InkySwap,,,,[ANONYMOUS - anonymous team; DEX on Ink blockchain (Kraken L2); no founder identities disclosed],[NOT FOUND],https://www.rootdata.com/Projects/detail/inkySwap?k=MTU2ODU%3D
,Ethervista,,,,[ANONYMOUS - anonymous founder using pseudonym Vitalik Nakamoto],[NOT FOUND],https://crypto.ro/en/education/what-is-ethervista-pump-funs-competitor-on-ethereum/
,Liquid Ron,,,,[ANONYMOUS - built by Owl aka OwlOfMoistness; co-founder of Yield Guild Games and early Axie Infinity community member],[NOT FOUND],https://ethereum.news/liquid-ron-lron-launch/
,Ra Exchange,,,,[ANONYMOUS - pseudonymous co-founders known as DOG and North; same team as Ramses Exchange on Arbitrum],[NOT FOUND],https://iq.wiki/wiki/ramses
https://zoomswap.io/,ZoomSwap,,[ANONYMOUS - team not publicly disclosed],,,[NOT FOUND],https://docs.zoomswap.io/
https://shoebill.finance/,Shoebill,,[ANONYMOUS - pseudonymous team on WEMIX/Klaytn],,,[NOT FOUND],https://www.rootdata.com/Projects/detail/Shoebill%20Finance?k=MTA2ODM%3D
https://www.bybit.com/en/tradegpt/chat/,TradeGPT,,Ben,Zhou,Co-Founder & CEO of Bybit (TradeGPT is a Bybit product),https://sg.linkedin.com/in/ben-zhou-b979ba28,https://www.bybit.com/en/help-center/article/Introduction-to-Bybit-TradeGPT
https://9inch.io/,9inch,,[ANONYMOUS - known as Hexy Bastard],,,[NOT FOUND],https://matiallin.medium.com/9inch-io-on-eth-pulsechain-f672329020b7
https://zofinance.io/,ZO Perps,,[ANONYMOUS - built by Sudo Finance team],,,[NOT FOUND],https://zofinance.io/
https://www.capybara.exchange/,Capybara Dexs,,[ANONYMOUS - team not publicly disclosed],,,[NOT FOUND],https://www.rootdata.com/Projects/detail/Capybara?k=MTMzNTg%3D
https://hadouken.finance/,Hadouken Lend,,[ANONYMOUS - team not publicly identified],,,[NOT FOUND],https://medium.com/@HadoukenFinance/introducing-hadouken-f113dd152bed
https://leverup.io/,LeverUp,,[ANONYMOUS - team not publicly disclosed],,,[NOT FOUND],https://cryptopotato.com/lp-free-perpetuals-exchange-leverup-available-now-powered-by-monad/
https://tokos.fi/,Tokos,,[ANONYMOUS - team not publicly disclosed],,,[NOT FOUND],https://tokos.fi/
https://airpuffai.com/,AirPuff,,[ANONYMOUS - team not publicly disclosed],,,[NOT FOUND],https://docs.airpuff.io/
https://flex.trade/,Flex Perpetuals,,[ANONYMOUS - pseudonymous team; CEO described as GOAT trader],,,[NOT FOUND],https://rootdata.com/Projects/detail/Flex%20Perpetuals?k=MTI3MjE%3D
https://10kswap.com/,10KSwap,,[ANONYMOUS - team not publicly disclosed],,,[NOT FOUND],https://defillama.com/protocol/10kswap
https://app.arthswap.org/,ArthSwap,,[ANONYMOUS - multinational team not individually disclosed],,,[NOT FOUND],https://medium.com/@arth_swap/arthswap-x-astar-network-ama-recap-6db58ef7dc8a
https://www.plutusdao.io/,PlutusDAO,,[ANONYMOUS - pseudonymous team; transitioned to community-led DAO],,,[NOT FOUND],https://docs.plutusdao.io/plutus-docs/
https://just.money/,JustMoney,,[ANONYMOUS - 8-member team not individually disclosed],,,[NOT FOUND],https://book.just.money/jmguide/whitepaper
https://antfarm.finance/,Antfarm finance,,[ANONYMOUS - community-driven DAO team],,,[NOT FOUND],https://antfarm.finance/
https://narwhalswap.org/,Narwhalswap,,[ANONYMOUS - anonymous team of finance and blockchain experts],,,[NOT FOUND],https://docs.narwhalswap.org/
https://www.berapaw.com/,BeraPaw,,[ANONYMOUS - team not publicly disclosed],,,[NOT FOUND],https://www.berapaw.com/
https://www.moria.money/,Moria Protocol,,Dagur Valberg,Johannsson,Co-Founder & CEO of Riften Labs (builds Moria Protocol),https://www.linkedin.com/in/dagur/,https://www.cointrust.com/market-news/moria-secures-audit-approval-to-strengthen-stablecoin-trust
https://icdex.io/,ICDex,,[ANONYMOUS - ICLighthouse team based in Singapore],,,[NOT FOUND],https://iclight.house/
,lpETH (Loop/LoopFi),,,,,[ANONYMOUS - pseudonymous team; Switzerland-based],https://www.rootdata.com/Projects/detail/Loop?k=MTMzMzU%3D,https://mirror.xyz/loopfixyz.eth/7Zrwbb1p8Eg20Gq00Zc_UX7hZpco-DO-sDJ_X7D40BY
,Arbitrove,,,,,[ANONYMOUS - Nitro Cartel pseudonymous team of 4 core devs and 3 BD/growth members],[NOT FOUND],https://tokeninsight.com/en/coins/nitro-cartel/team
,ReactorFusion,,,,,[ANONYMOUS - pseudonymous team; no public founder identified],[NOT FOUND],https://reactorfusion.xyz/
,Yaka Finance,,,,,[ANONYMOUS - pseudonymous team; won Sei Code hackathon],[NOT FOUND],https://medium.com/@0xjenijeni/about-yaka-2f6b27985087
,Kuma Perpetuals DEX,,Alex,Wearn,Co-Founder & CEO (IDEX/Kuma),https://www.linkedin.com/in/alexwearn/,https://x.com/AlexWearn/status/1829227560682598733
,Kleva Farm,,Henry,Chang,CEO of Wemade (parent company of Kleva),[NOT FOUND],https://www.invenglobal.com/articles/16814/wemade-ceo-henry-chang-one-day-blockchain-games-will-become-the-default
,ErgoDEX,,Ilya,Oskin,Co-Founder & CTO (now Spectrum Finance),https://www.linkedin.com/in/ilya-oskin-949393131/,https://adapulse.io/scaling-defi-with-spectrum-finance/
,Sable Finance,,,,,[ANONYMOUS - pseudonymous team: Axel (BD Lead) Marty (Product Lead) Pete (Tech Lead) Kaitlin (Marketing Lead)],[NOT FOUND],https://tokeninsight.com/en/coins/sable/team
,Bitty,,,,,[ANONYMOUS - no public team information found],[NOT FOUND],https://defillama.com/
,Orbit Protocol,,,,,[ANONYMOUS - pseudonymous team; no public founder identified],[NOT FOUND],https://book.orbitlending.io/
,AquaBank,,,,,[ANONYMOUS - no public team information found],[NOT FOUND],https://defillama.com/
,Elysium Bridge,,Enrico,Branchetti,Founder,[NOT FOUND],https://en.cryptonomist.ch/2021/07/01/elysium-bridge-nft/
,PHAME Protocol,,,,,[ANONYMOUS - pseudonymous team; same team as Phiat.io],[NOT FOUND],https://medium.com/coinmonks/the-phamous-protocol-a-decentralized-perpetual-exchange-6f6d94b98f7
,DSU Money,,,,,[ANONYMOUS - founding team deliberately anonymous per Empty Set DAO design],[NOT FOUND],https://docs.dsu.money/
,HashKing,,,,,[ANONYMOUS - no public team information found],[NOT FOUND],https://medium.com/@HashKingGlobal/what-is-hashking-7ba959199ff6
,Verse,,Corbin,Fraser,CEO of Bitcoin.com,https://kn.linkedin.com/in/corbinfraser,https://news.bitcoin.com/bitcoin-com-ushers-in-new-leadership-era-with-corbin-fraser-as-ceo/
,FIVA,,,,,[ANONYMOUS - pseudonymous team; no public founder identified],[NOT FOUND],https://www.thefiva.com/
,Superposition,,Alexander,Baigent,Co-Founder & CTO (Fluidity Labs),https://www.linkedin.com/in/alexander-baigent-956022195/,https://www.gate.com/learn/articles/superposition-a-de-fi-layer-3-with-native-yield-generation/8198
,Hyperion DEX,,Claire,Zhao,Co-Founder & CEO,[NOT FOUND],https://chainwire.org/2025/07/16/next-generation-dex-hyperion-launches-tge/
,Integral,,,,,[ANONYMOUS - pseudonymous team led by 0xDorsal],[NOT FOUND],https://www.cypherhunter.com/en/p/integral-protocol/
,Cabal,,,,[ANONYMOUS - pseudonymous team on Initia L1],,https://www.rootdata.com/Projects/detail/Cabal?k=MTYyOTU%3D
,OTSea,,,,[ANONYMOUS - anonymous team],,https://otsea.gitbook.io/otsea/
,savmSwap,,,,[ANONYMOUS - anonymous team on SatoshiVM],,https://docs.satoshivm.io/user-guide/testnet/ecosystem-dapps/savmswap
,Eklipse Finance,,,,[ANONYMOUS - anonymous developer known as Dalma],,https://medium.com/@eklipse.finance/ama-eklipse-ama-highight-9ba56b1dcbf6
,UntitledBank,,,,[ANONYMOUS - anonymous team on Soneium],,https://defillama.com/protocol/untitledbank
,Nile CL,,,,[ANONYMOUS - anonymous team on Linea],,https://defillama.com/protocol/nile-exchange
,set.wtf,,,,[ANONYMOUS - unknown team; minimal public info],,https://defillama.com/
,Geode,,,Simon,Furlong,Co-Founder & COO,https://www.linkedin.com/in/simon-furlong-2a671736/,https://medium.com/geode-finance/geode-on-podcasts-finnovators-e03b9a72a712
,HERE Wallet staking,,Peter,Volnov,Co-Founder & CEO,https://www.linkedin.com/in/pvolnov/,https://www.linkedin.com/in/pvolnov/
,RocketSwap Base,,,,[ANONYMOUS - community-driven anonymous team],,https://docs.rocketswap.cc/
,Liquidity House,,,,[ANONYMOUS - unknown team; minimal public info],,https://defillama.com/
,Isle Finance,,Kevin,Lin,Co-Founder & CEO,https://www.linkedin.com/in/kevinlin3/,https://www.rootdata.com/Projects/detail/Isle%20Finance?k=MTMyMDM%3D
,Gaming DEX,,,,[ANONYMOUS - Japanese-origin team on DeFiVerse/Oasys],,https://docs.gaming-dex.com/gaming-dex/gaming-dex-overview
,Bastion,,,,[ANONYMOUS - pseudonymous founder known as N^2 / Near Squared],,https://www.coindesk.com/business/2022/04/21/near-based-defi-protocol-bastion-to-launch-bstn-token-at-a-180m-valuation
,TaoFi,,Sam,Forman,Founder,https://www.linkedin.com/in/sam-forman/,https://www.crunchbase.com/person/sam-forman-ebda
,Sudoswap,,Owen,Shen,Founder,[NOT FOUND],https://bylt.co/0xmons/
,PsyOptions,,Tommy,Johnson,Co-Founder,[NOT FOUND],https://podcast.solana.com/episodes/tommy-taylor-johnson-co-founders-psyoptions-ep-51
,Universal Page,,Jake,Prins,Co-Founder & CEO,https://www.linkedin.com/in/jake-prins-b3858595/,https://medium.com/lukso/how-universal-page-brought-digital-collectibles-to-life-on-lukso-1b7af943abd6
,Nabla Finance,,Aaron,Lindner,Co-Founder,https://www.linkedin.com/in/dr-aaron-lindner-38908638/,https://medium.com/pendulum-chain/meet-pendulum-advisor-and-0xamber-co-founder-dr-aaron-lindner-699f8f5f8e05
,JPEG'd,,,,[ANONYMOUS - pseudonymous founders including DefiGod and Tetranode],,https://medium.com/@jpegd/introducing-jpegd-defi-meets-nfts-77e28636c9ea
https://app.stellaxyz.io/,Stella,"666,604.57",Tascha,Punyaneramitdee,Co-Founder & CEO,https://www.linkedin.com/in/tascha-panpan/,https://www.crunchbase.com/person/tascha-punyaneramitdee
https://www.spot.cash,SPOT Cash,"657,502.28",Evan,Kuo,Founder & CEO,https://www.linkedin.com/in/evankuo/,https://www.prnewswire.com/news-releases/fragments-announce-the-launch-of-spot-the-first-smart-contract-powered-andinflation-resistant-peer-to-peer-digital-cash-system-on-ethereum-301698931.html
https://www.pinkswap.finance/,PinkSwap,"647,848.25",,,[ANONYMOUS - pseudonymous team behind Pink Ecosystem; no public founder identity disclosed],[NOT FOUND],https://medium.com/@pinkmoonfinance/introducing-pinkswap-the-dex-of-pinkmoon-468b1d850701
https://definix.com/en,Definix,"647,257.62",Natavudh,Pungcharoenpong,Co-Founder & Co-CEO (SIX Network - parent of Definix),https://th.linkedin.com/in/natavudh,https://tracxn.com/d/companies/six-network/__btSGUhxUTAV1_23tfRxIRqRaIbGfytnydspzIGTpObU/founders-and-board-of-directors
https://stability.farm,Stability,"646,076.09",Juliun,Brabon,Co-Founder & CEO,https://www.linkedin.com/in/juliun/,https://www.crunchbase.com/person/juliun-brabon-ac9e
https://snowball.network,Snowball,"642,239.50",,,[ANONYMOUS - pseudonymous co-founders known as 8-Bit Giraffe / AbominableSas / big_wampa],[NOT FOUND],https://docs.snowball.network/resources/our-team
https://premia.finance,Premia,"641,623.40",,,\"[ANONYMOUS - built by Anon Powered collective; team requests to be called 'members of the Premia Republic']\",[NOT FOUND],https://cointelegraph.com/news/anon-powered-options-defi-platform-premia-goes-live
https://lenen.network/home,Lenen,"641,490.51",,,\"[ANONYMOUS - no public founder identity; team behind Vision Chain lending protocol undisclosed]\",[NOT FOUND],https://www.globenewswire.com/news-release/2022/12/15/2575042/0/en/The-Lenen-Protocol-Beta-Version-Officially-Launched-Providing-a-Decentralized-Lending-Service-for-the-Vision-Metaverse.html
https://www.vapordex.io,VaporDex,"639,292.27",Thomas,Ehrlich,Co-Founder & CEO,[NOT FOUND],https://vestorportal.com/meet-vaporfi-nodes-for-everyone/
https://www.teloscan.io/staking,sTLOS Liquid Staking,"638,704.60",Justin,Giudici,Co-Founder & former CEO (Telos Foundation),https://www.linkedin.com/in/justingiudici/,https://theorg.com/org/telos/org-chart/justin-giudici
https://ebisu.money/,Ebisu,"638,466.29",Ethan,Lippman,Co-Founder & CEO,https://www.linkedin.com/in/ethan-lippman/,https://www.linkedin.com/posts/vxvhub_ethan-lippman-is-the-cofounder-and-ceo-of-activity-7358110203633917953-a37O
https://www.goldilocksdao.io/,Goldilocks,"638,228.60",,,\"[ANONYMOUS - pseudonymous team consistent with Berachain ecosystem culture; no public identity disclosed]\",[NOT FOUND],https://www.nftgators.com/exclusive-goldilocks-dao-secures-1-5m-strategic-round-to-build-novel-defi-infrastructure-on-berachain/
https://www.lisalab.io,LISA,"634,755.43",Chiente,Hsu,Co-Founder & CEO (ALEX Lab - developer of LISA),https://www.linkedin.com/in/chiente-hsu/,https://medium.com/lisalab/lisa-evolves-liquid-staking-across-the-bitcoin-ecosystem-41ccff08a8ac
https://goldsand.fi/,Goldsand by InshAllah,"631,931.48",Tariq,Patanam,Co-Founder,https://www.linkedin.com/in/tariqpatanam,https://www.gd1.vc/blog/gd1-investment-notes---inshallah-web3-fund-1
https://www.betafinance.org/,Beta Finance,"626,041.95",Allen,Lee,Founder & CEO,https://www.linkedin.com/in/allenjlee/,https://techcrunch.com/2021/10/29/beta-finance-which-offers-one-click-option-to-short-crypto-assets-raises-from-sequoia-capital-india-and-others/
https://swop.fi,Swop,"624,901.03",Sasha,Ivanov,Founder (Waves blockchain ecosystem - parent of Swop.fi),https://ae.linkedin.com/in/sasha-ivanov,https://medium.com/swop-fi/swop-fi-an-automated-market-maker-on-the-waves-blockchain-8d5f705f1559
https://v60.io/,v60,"623,281.08",,,\"[ANONYMOUS - no public founder identity found; DEX on Prom network with undisclosed team]\",[NOT FOUND],https://v60.io/
https://aldrin.com,Aldrin,"622,902.76",Hisham,Khan,Co-Founder & CEO,https://www.linkedin.com/in/hisham-khan-aldrin/,https://www.investing.com/news/cryptocurrency-news/coinquora-exclusive-interview--hisham-khan-ceo-of-aldrin-2614308
https://gt3.finance/,GT3,"619,104.42",,,\"[ANONYMOUS - DAO-structured DEX on Polygon; no public founder identity disclosed]\",[NOT FOUND],https://www.coingecko.com/en/coins/gt3-finance
https://liquid.stratisplatform.com/STRAX/,Stratis Liquid Staking,"618,755.10",Chris,Trew,Founder & CEO,[NOT FOUND],https://stratisplatform.medium.com/stratis-ama-with-our-ceo-founder-chris-trew-81b00137ecf
https://itrust.finance,"iTrust Finance","618,132.53",Robert,Cooke,Co-Founder & Director of Partnerships,[NOT FOUND],https://www.prnewswire.com/news-releases/chintai-has-partnered-with-defi-insurance-provider-itrust-301354569.html
https://prdt.finance,"PRDT","618,125.93",,,[ANONYMOUS - team is not doxxed; identities are private],,[https://icoholder.com/en/prdt-finance-1011401](https://icoholder.com/en/prdt-finance-1011401),https://www.rootdata.com/Projects/detail/PRDT%20Finance?k=MTAwMzI%3D
https://defidollar.io/,"DeFi Dollar","612,322.44",Arpit,Agarwal,Co-Founder & CEO,https://www.linkedin.com/in/arpit-agarwal-5165975b,https://www.crunchbase.com/person/arpit-agarwal-61fb
https://www.myswap.xyz,"mySwap","610,949.84",,,[ANONYMOUS - team not publicly disclosed; no documentation on team],,[NOT FOUND],https://www.rootdata.com/Projects/detail/mySwap?k=NDMwMA%3D%3D
https://app.dem.exchange/,"Demex Perp","608,901.53",Ivan,Poon,Co-Founder & CEO,https://sg.linkedin.com/in/ivanpoonkm,https://blog.switcheo.com/ceo-ivan-poon-explains-the-long-term-vision-of-switcheo/
https://www.bearn.fi/,"BearnFi","608,787.30",,,[ANONYMOUS - decentralized governance; no named founders disclosed],,[NOT FOUND],https://bearndao.medium.com/official-ama-with-the-bearn-fi-team-8d814d09d60d
https://zuit.xyz/,"Zuit Swap","600,772.81",,,[ANONYMOUS - team not publicly disclosed],[NOT FOUND],https://defillama.com/protocol/zuit-swap
https://ghost.kujira.app,"Ghost","598,581.57",,,[ANONYMOUS - pseudonymous founders known as Dead Right Dove (CEO) and Codehans and Slangdog],[NOT FOUND],https://docs.kujira.app/introduction/who-are-team-kujira
https://glidefinance.io,"Glide Finance","596,297.15",,,[ANONYMOUS - anonymous team of 4; includes former Starfish Labs members],[NOT FOUND],https://medium.com/glide-finance/introduction-to-glide-finance-4af2f1d3b37
https://julswap.com/#/swap,"JulSwap","594,476.88",Tobias,Graf,Founder & CEO,https://de.linkedin.com/in/tobias-graf-18959512b,https://blog.biki.com/bikitalk-ama-recap-with-tobias-graf%EF%BC%8C-founder%EF%BC%86%E3%80%80ceo-of-justliquidity-and-julswap-juld
https://common.fund/supra-citadel,"Citadel Vaults","594,043.84",Joshua,Tobkin,Co-Founder & CEO (Supra),https://tw.linkedin.com/in/joshuatobkin,https://supra.com/joshua-tobkin/
https://www.tempestfinance.xyz/,"Tempest Finance","587,847.78",Michael,Deakin,Founder,[NOT FOUND],https://tempestlabs.org/team/
