l,Business Name,AUM,First Name,Last Name,Role,Linkedin,Source
https://karak.network,OpenGDP Shared Security,"82,716,259.55",Raouf,Ben-Har,Co-Founder Andalusia Labs,[SEARCH: Raouf Ben-Har on LinkedIn],https://blockworks.co/news/universal-restaking-layer-andalusia-labs
https://karak.network,OpenGDP Shared Security,"82,716,259.55",Drew,Patel,Co-Founder Andalusia Labs,[SEARCH: Drew Patel Andalusia Labs on LinkedIn],https://techcrunch.com/2023/12/13/andalusia-labs-series-a-fundraise/
https://tonstakers.com,Tonstakers LSD,"73,994,413.48",Andrew,Rogozov,Founder & CEO TOP,https://www.linkedin.com/in/andrew-rogozov-a27b1b3/,https://cryptoslate.com/press-releases/former-vk-com-ceo-andrew-rogozov-joins-ton-foundation/
https://www.usefelix.xyz?ref=4BF702FF,Felix Vaults,"165,606,467.44",Charlie,Ambrose,Co-Founder,https://www.linkedin.com/in/charlieambrose/,https://iq.wiki/wiki/felix-protocol
https://pharaoh.se/,Pharaoh,"43,459,505.97",,,[ANONYMOUS - pseudonymous team from Glacier/RAMSES],,https://medium.com/@pharaohexchange/pharaohs-rise-4ccec14d4fc0
https://alchemix.fi/,Alchemix,"42,699,890.48",Scoopy,Trooples,Co-Founder (pseudonym),[NOT FOUND - pseudonymous],https://iq.wiki/wiki/scoopy-trooples
https://app.spectra.finance/fixed-rate,Spectra,"40,105,840.03",Gaspard,Peduzzi,Co-Founder & CEO,https://www.linkedin.com/in/gaspardpeduzzi/,https://iq.wiki/wiki/apwine-finance
https://app.spectra.finance/fixed-rate,Spectra,"40,105,840.03",Antoine,Mouran,Co-Founder,https://fr.linkedin.com/in/antoine-mouran,https://iq.wiki/wiki/apwine-finance
https://ekubo.org/,Ekubo,"62,046,615.01",Moody,Salem,Founder,[SEARCH: Moody Salem on LinkedIn],https://www.starknet.io/blog/ekubo-the-amm-endgame/
https://www.pendle.magpiexyz.io/stake,Penpie,"62,994,820.66",Ali,Raheman,Founder Magpie XYZ ecosystem,https://ae.linkedin.com/in/rahemanali,https://blog.magpiexyz.io/pendle-finance-meets-magpie-penpie
https://camelot.exchange/,Camelot,"32,499,167.44",,,[ANONYMOUS - pseudonymous founders: Myrddin + Zephram Lou],,https://www.coindesk.com/business/2023/04/07/arbitrum-based-camelot-crypto-exchange/
https://solayer.org,Solayer Restaking,"28,893,734.17",Jason,Li,Co-Founder,https://www.linkedin.com/in/lxjhk/,https://cryptonews.com/exclusives/jason-li-co-founder-of-solayer-labs/
https://capyfi.com/,Capyfi,"99,594,618.20",Sebastian,Serrano,CEO Ripio (incubator),https://www.linkedin.com/in/sebastianserrano/,https://www.crunchbase.com/person/sebastian-serrano
https://www.ourbit.com,Ourbit,"103,324,106.36",,,[ANONYMOUS - Team not publicly disclosed],,https://coinmarketcap.com/exchanges/ourbit/
https://terminal.fi/,Terminal Finance Pre-Deposits,"78,321,381.09",Sam,Benyakoub,Co-Founder & CEO,https://be.linkedin.com/in/sammybenyakoub,https://www.dlnews.com/research/internal/terminals-sam-benyakoub-on-building-a-yield-bearing-dex/
https://omni.apex.exchange/join/LLAMAS123,Apex Omni,"44,927,014.53",Dave,Myers,Founder & CEO,https://www.linkedin.com/in/davenmyers/,https://iq.wiki/wiki/apex-protocol
https://omni.apex.exchange/join/LLAMAS123,Apex Omni,"44,927,014.53",Quentin,Deroissart,Chief Commercial Officer,https://www.linkedin.com/in/quentinderoissart/,https://tokeninsight.com/en/coins/apex-protocolapex/team
https://www.orangex.com,OrangeX,"44,751,359.14",Carlos,Egana,CEO,https://www.linkedin.com/in/carlos-egana-30521214/,https://tracxn.com/d/companies/orangex/
https://lfj.gg/arbitrum/trade,Joe V2.2,"44,626,968.71",,,[ANONYMOUS - pseudonymous: 0xMurloc + Cryptofish],,https://coinbureau.com/review/trader-joe/
https://app.beraborrow.com/,Beraborrow,"43,899,006.95",,,[ANONYMOUS - Team not publicly disclosed],,https://www.rootdata.com/Projects/detail/Beraborrow
https://app.extrafi.io/,Extra Finance Leverage Farming,"45,585,650.56",,,[ANONYMOUS - Team not publicly disclosed],,https://docs.extrafi.io/extra_finance/faq
https://agni.finance/,Agni Finance,"38,989,373.35",,,[ANONYMOUS - Team not publicly disclosed],,https://tracxn.com/d/companies/agni-finance/
https://www.nodedao.com,NodeDAO,"60,529,854.02",Zhong Gengfa,Sailor,Founder & CEO ChainUp (initiator),https://www.linkedin.com/in/sailor-zhong-4b5114181/,https://www.crunchbase.com/person/zhong-gengfa
https://veno.finance/,Veno Finance,"56,584,063.89",,,[ANONYMOUS - Team not publicly disclosed],,https://docs.veno.finance/veno-finance
https://nest.credit/,Nest Credit,"42,869,157.48",Chris,Yin,Co-Founder & CEO Plume Network,https://www.linkedin.com/in/chrisyin,https://www.crunchbase.com/person/chris-yin-9ffa
https://nest.credit/,Nest Credit,"42,869,157.48",Teddy,Pornprinya,Co-Founder & CBO Plume Network,https://www.linkedin.com/in/teddy-pornprinya-b22b40a9/,https://iq.wiki/wiki/teddy-pornprinya
https://www.aevo.xyz,Aevo Perps,"28,243,669.78",Julian,Koh,Co-Founder & CEO,https://www.linkedin.com/in/juliankohtx/,https://www.crunchbase.com/organization/aevo-a33f
https://www.aevo.xyz,Aevo Perps,"28,243,669.78",Ken,Chan,Co-Founder & CTO,https://www.linkedin.com/in/ken-chan-gh/,https://www.crunchbase.com/organization/aevo-a33f
https://gravity.xyz/,Gravity by Galxe,"27,863,399.23",Charles,Wayn,Co-Founder,https://www.linkedin.com/in/charleswayn/,https://www.crunchbase.com/person/charles-wayn
https://gravity.xyz/,Gravity by Galxe,"27,863,399.23",Harry,Zhang,Co-Founder,https://www.linkedin.com/in/harry-zhang-4a3343b1/,https://tracxn.com/d/companies/galxe/
https://mor.org,Morpheus,"27,035,793.50",David A.,Johnston,Lead Technologist & Code Maintainer,https://www.linkedin.com/in/davidajohnston,https://djohnstonec.medium.com/morpheus-658bfd4a0617
https://badger.com/,Badger DAO,"26,451,020.63",Chris,Spadafora,Founder,https://ca.linkedin.com/in/chrisspadafora,https://iq.wiki/wiki/chris-spadafora
https://badger.com/,Badger DAO,"26,451,020.63",Ameer,Rosic,Co-Founder,https://www.linkedin.com/in/ameerrosic/,https://iq.wiki/wiki/badgerdao
https://www.bitu.io,BitU Protocol,"26,363,775.29",,,[ANONYMOUS - Team not publicly disclosed],,https://www.rootdata.com/Projects/detail/BitU
https://curvance.com/,Curvance,"26,162,439.72",Chris,Carapola,Co-Founder,https://www.linkedin.com/in/chris-carapola/,https://www.theblock.co/post/266047/curvance-seed-round
https://www.kava.io/,Kava Mint,"25,380,630.03",Scott,Stuart,Co-Founder & CEO,https://www.linkedin.com/in/scottcstuart/,https://www.crunchbase.com/organization/kava-labs
https://www.kava.io/,Kava Mint,"25,380,630.03",Brian,Kerr,Co-Founder,https://www.linkedin.com/in/brianhenningkerr/,https://www.crunchbase.com/organization/kava-labs
https://syncswap.xyz/,SyncSwap,"25,205,474.96",,,[ANONYMOUS - Team fully undisclosed],,https://tokeninsight.com/en/coins/syncswap/team
https://blur.io/,Blur Bids,"29,800,233.69",Tieshun,Roquerre,Co-Founder & CEO (Pacman),https://www.linkedin.com/in/tieshun-roquerre-06181659/,https://www.coindesk.com/web3/2023/02/22/nft-marketplace-blur-co-founder-pacman-reveals-identity
https://blur.io/,Blur Bids,"29,800,233.69",Anthony,Liu,Co-Founder & CTO (Galaga),https://www.linkedin.com/in/anthonyscottliu/,https://decrypt.co/121950/blur-founder-pacman-high-school-mit-dropout
https://www.40acres.finance/,40 Acres,"29,573,154.58",,,[ANONYMOUS - Founder pseudonym "Mule"],,https://40acresfinance.substack.com/
https://sovryn.app,Sovryn Zero,"31,109,424.36",Edan,Yago,Founder & CEO,https://www.linkedin.com/in/edanyago/,https://www.crunchbase.com/person/edan-yago
https://zklink.io,zkLink Nova,"22,879,024.51",Vince,Yang,Co-Founder & CEO,https://www.linkedin.com/in/vince-zk-88947927b/,https://medium.com/morningstar-ventures/founder-story-vince-yang-zklink-3dfc956d9900
https://dinero.xyz,Dinero (pxETH),"22,486,853.11",,,[ANONYMOUS - pseudonym "0xSami" from Redacted Cartel],,https://coinmarketcap.com/academy/article/what-is-redacted-cartel-s-decentralized-stablecoin-dinero
https://bridge.orbitchain.io,Orbit Bridge,"22,403,463.13",Jinhan,Choi,CEO Ozys,[NOT CONFIRMED],https://medium.com/orbit-chain/official-statement-regarding-orbit-bridge-exploit-551928f3dc52
https://yieldyak.com,Yield Yak Aggregator,"22,489,426.67",,,[ANONYMOUS - pseudonym "Yak Man"],,https://medium.com/avalancheavax/yield-yak-continues-rapid-growth/
https://linearprotocol.org,LiNEAR Protocol,"45,713,750.24",,,[ANONYMOUS - early NEAR core contributors],,https://www.rootdata.com/Projects/detail/LiNEAR%20Protocol
https://hypurr.fi,HypurrFi Pooled,"54,166,537.93",Andrew,Redden,Co-Founder & CEO,https://ca.linkedin.com/in/androolloyd,https://www.decentralised.co/p/ep-45-making-debt-move-faster-with
https://wrapped.com,Wrapped,"36,545,954.82",James,Poole,Co-Founder & CTO Tokensoft,https://www.linkedin.com/in/james-poole-5518871/,https://www.tokensoft.com/about
https://app.reya.xyz/trade?referredBy=z9hwcwwd,Reya Perps,"25,899,417.94",Simon,Jones,Co-Founder & CEO,https://www.linkedin.com/in/simon-jones-9498239b/,https://docs.reya.xyz/reya-products/reya-network/whos-behind-reya-network
https://app.reya.xyz/trade?referredBy=z9hwcwwd,Reya Perps,"25,899,417.94",Artur,Begyan,Co-Founder & CTO,https://www.linkedin.com/in/arturbegyan/,https://www.crunchbase.com/organization/reya-4bcf
https://farm.bucketprotocol.io,Bucket Farm,"37,981,837.75",,,[ANONYMOUS - Team not publicly disclosed],,https://www.rootdata.com/Projects/detail/Bucket%20Protocol
https://hyperunit.xyz/deposit,Unit,"583,318,001.20",,,[ANONYMOUS - Team claims HRT/Jump/Fortress backgrounds but no names disclosed],,https://www.rootdata.com/Projects/detail/Unit?k=MTYzMzU%3D
https://ultrayield.app/,UltraYield by Edge,"181,755,056.94",Vadim,Khramov,Founder & CIO Edge Capital,https://www.linkedin.com/in/vadim-khramov-555b8716/,https://www.coindesk.com/business/2022/10/20/stealthy-crypto-hedge-fund-edge-capital-raises-668m-for-defi-bets/
https://app.txsync.io/bridge,zkSync Era txBridge,"181,724,819.40",Alex,Gluchowski,Co-Founder & CEO Matter Labs,https://www.linkedin.com/in/gluchowski/,https://mpost.io/matter-labs-co-founder-ceo-alex-gluchowski-on-pioneering-zksync-and-transforming-blockchain-scalability/
https://ao.arweave.net/,AO Bridge,"158,852,501.34",Sam,Williams,Co-Founder & CEO Arweave,https://www.linkedin.com/in/samwilliams/,https://www.crunchbase.com/person/sam-williams-7fad
https://app.silo.finance,Silo,"91,266,579.75",Aiham,Jaabari,Founding Contributor,[NOT FOUND],https://www.crunchbase.com/person/aiham-jaabari
https://xtrade.gg/,Kinetiq Earn,"67,288,618.31",,,[ANONYMOUS - Team of 13 contributors since 2013],,https://oakresearch.io/en/analyses/innovations/kinetiq-khype-catalyst-liquid-staking-hyperliquid
https://www.matrixdock.com/home,MatrixDock XAUM,"66,407,185.47",Jihan,Wu,Co-Founder & Chairman Matrixport,[NOT FOUND],https://en.wikipedia.org/wiki/Jihan_Wu
https://www.matrixdock.com/home,MatrixDock XAUM,"66,407,185.47",Yuesheng,Ge,Co-Founder & CEO Matrixport,https://sg.linkedin.com/in/yuesheng-ge-6aaa3b1a4,https://www.crunchbase.com/person/yuesheng-ge
https://tzbtc.io/transparency,tzBTC,"66,283,359.42",Luzius,Meisser,Founder Bitcoin Association Switzerland,https://ch.linkedin.com/in/luziusmeisser,https://www.bitcoinassociation.ch/board
https://tzbtc.io/transparency,tzBTC,"66,283,359.42",Niklas,Nikolajsen,Founder Bitcoin Suisse / President BAS,https://ch.linkedin.com/in/niklasnikolajsen,https://www.bitcoinassociation.ch/board
https://app.opinion.trade?code=hV0KVj,OPINION,"66,017,095.60",Forrest,Liu,Founder & CEO,https://hk.linkedin.com/in/forrestliu000,https://www.coindesk.com/business/2026/02/04/opinion-raises-usd20-million-as-prediction-markets-draw-capital-in-a-weak-crypto-market
https://www.nucleusearn.io,Nucleus,"63,165,426.59",Chunda,McCain,Co-Founder & CEO Ion Protocol,https://www.linkedin.com/in/chundamccain/,https://www.theblock.co/post/310470/ion-protocol-raise-nucleus
https://www.nucleusearn.io,Nucleus,"63,165,426.59",Jun,Kim,Co-Founder Ion Protocol,[NOT FOUND],https://www.theblock.co/post/310470/ion-protocol-raise-nucleus
https://merchantmoe.com/,Merchant Moe Liquidity Book,"61,764,444.49",,,[PSEUDONYMOUS - Co-Founders 0xMurloc + Cryptofish from Trader Joe],,https://iq.wiki/wiki/trader-joe
https://ring.exchange/#/earn,Ring Few,"59,835,979.07",,,[ANONYMOUS - Team not publicly disclosed],,https://defillama.com/protocol/ring-few
https://stusdt.io/#/home,stUSDT,"58,965,748.41",Justin,Sun,Founder TRON / Controller of stUSDT,https://www.linkedin.com/today/author/justinsuntron,https://protos.com/on-chain-data-shows-justin-sun-controls-virtually-all-stusdt/
https://b.watch/#/,Bwatch,"58,324,019.00",Xiaolai,Li,Founder,[NOT FOUND - operates on Chinese platforms],https://en.wikipedia.org/wiki/Li_Xiaolai
https://vfat.io/yield,vfat.io,"55,466,503.50",,,[PSEUDONYMOUS - Founder goes by "vfat" @vfat0],,https://www.rootdata.com/Projects/detail/vfat?k=MTI3OTE%3D
https://lite.zksync.io/,zkSync Lite Bridge,"49,671,276.09",Alex,Gluchowski,Co-Founder & CEO Matter Labs,https://www.linkedin.com/in/gluchowski/,https://mpost.io/matter-labs-co-founder-ceo-alex-gluchowski-on-pioneering-zksync-and-transforming-blockchain-scalability/
https://lite.zksync.io/,zkSync Lite Bridge,"49,671,276.09",Alexandr,Vlasov,Co-Founder & Head of R&D Matter Labs,https://ca.linkedin.com/in/alexandr-vlasov-4863404a,https://a16zcrypto.com/posts/article/investing-in-matter-labs/
https://www.cetus.zone,Cetus CLMM,"49,048,522.48",Henry,Du,Co-Founder,[NOT FOUND],https://tokeninsight.com/en/coins/cetus-protocol/team
https://app.realms.today/realms,Realms,"42,255,282.69",Sebastian,Bor,Founder / Owner Realms Today LTD,https://uk.linkedin.com/in/sebastian-bor,https://www.coindesk.com/business/2024/10/22/solanas-crypto-governance-hub-realms-is-under-new-management/
https://app.realms.today/realms,Realms,"42,255,282.69",Dean,Pappas,Co-Lead / Director,[NOT FOUND],https://deanmachine.medium.com/launching-the-new-realms-ecosystem-429245a203b8
https://www.alpacafinance.org/,Alpaca Leveraged Yield Farming,"41,449,726.92",,,[ANONYMOUS - Founder pseudonym "Huacayachief"],,https://medium.com/alpaca-finance/introducing-alpaca-finance-d6e858896efd
https://lending.metalx.com,MetalX Lending,"40,494,539.64",Marshall,Hayner,Co-Founder & CEO Metallicus,https://www.linkedin.com/in/marshallhayner/,https://www.metallicus.com/blog/meet-marshall-hayner-of-metallicus
https://lending.metalx.com,MetalX Lending,"40,494,539.64",Glenn,Marien,Co-Founder & CTO Metallicus,[NOT FOUND],https://www.crunchbase.com/person/glenn-mari%C3%ABn
https://daoaas.io/swap,Dswap,"40,275,793.92",,,[ANONYMOUS - Team not publicly disclosed],,https://defillama.com/protocol/daoaas
https://alphaping.ch/,AlphaPing,"37,236,977.34",,,[ANONYMOUS - Swiss company (Buchrain LU) founded 2017 - no team names disclosed],,https://alphaping.ch/about-us/
https://aqua.network,Aquarius Stellar,"35,173,611.88",Dmitri,Gmyza,Co-Founder Ultra Stellar,https://www.linkedin.com/in/dmitrig8/,https://ultrastellar.com/
https://aqua.network,Aquarius Stellar,"35,173,611.88",Gleb,Pitsevich,Co-Founder Ultra Stellar,https://www.linkedin.com/in/pitsevich/,https://www.crunchbase.com/person/gleb-pitsevich
https://www.volo.fi/,Volo Vault,"35,170,165.50",,,[ANONYMOUS - Acquired by NAVI Protocol Jan 2024 - original founders unknown],,https://medium.com/@navi.protocol/navi-protocol-acquires-liquid-staking-protocol-volo-55ca7925f7c9
https://venomstake.com,VenomStake,"33,175,726.73",Peter,Knez,Chairman Venom Foundation (ex-CIO BlackRock),https://www.linkedin.com/in/pknez/,https://www.nasdaq.com/articles/from-pioneering-etfs-to-bringing-tradfi-to-web3-a-conversation-with-venoms-peter-knez
https://venomstake.com,VenomStake,"33,175,726.73",Kai-Uwe,Steck,Co-Founder Venom Foundation,[NOT FOUND],https://iq.wiki/wiki/venom-foundation
https://zkevm.cronos.org/,Cronos zkEVM Bridge,"32,737,702.51",Kris,Marszalek,Co-Founder & CEO Crypto.com,https://www.linkedin.com/in/krismarszalek/,https://coinmarketcap.com/academy/people/kris-marszalek
https://zkevm.cronos.org/,Cronos zkEVM Bridge,"32,737,702.51",Rafael,Melo,Co-Founder & CFO Crypto.com,[NOT FOUND],https://www.crunchbase.com/person/rafael-melo
https://moonlander.trade/,Moonlander,"31,654,441.65",,,[PSEUDONYMOUS - Co-Founder known as "Athena"],,https://www.rootdata.com/Projects/detail/Moonlander?k=MTYzNzk%3D
https://ts.finance/termmax/,TermMax,"28,615,295.19",Jerry,Li,Co-Founder & CEO Term Structure,https://www.linkedin.com/in/jerry-li-6887561a6/,https://ts.finance/team/
https://ts.finance/termmax/,TermMax,"28,615,295.19",Vincent W.,Li,Co-Founder & CTO Term Structure,https://www.linkedin.com/in/vincentli99/,https://ts.finance/team/
